age,income,zip_code,tenure_months,contract_type,payment_method,monthly_charges,total_charges,has_internet,has_online_security,has_online_backup,has_device_protection,has_tech_support,has_streaming_tv,has_streaming_movies,has_phone,has_multiple_lines,num_support_calls,num_complaints,avg_call_duration_min,nps_score,data_usage_gb,minutes_used,sms_sent,competitor_price_diff,signup_month,last_interaction_days,churned
37.492390398863776,60182.07741399991,211,14.925554375307847,1-year,Mailed check,30.998959405963046,544.2709959734577,1,1,1,0,0,0,0,1,1,5,1,5.210530849265476,4.0,86.40970151769862,94.70327502380694,46,19.74005750584645,3,73.64735582055096,0
53.835087817242155,27082.38809161771,979,14.329863899406151,Month-to-month,Mailed check,99.66407050844448,1418.3909720647748,1,0,1,0,1,0,0,1,1,2,1,1.160717926490107,4.0,244.93757994322075,494.4549969190656,41,-3.667129691344703,3,23.63186724429782,0
31.67022801501048,40794.87771751364,843,34.85955521270604,2-year,Mailed check,89.6029893357458,2502.4353834613757,1,0,1,1,1,0,0,1,1,5,2,9.44138586152129,,270.3196481416142,330.3430732581546,51,2.357162514358911,7,24.16971740595679,0
18.0,20119.15820156885,496,21.752693400113806,Month-to-month,Bank transfer,142.54179921475787,2820.9551556266338,0,1,0,1,1,1,0,1,1,5,2,4.298982117484453,4.0,0.0,290.8819722440662,57,5.511023080626567,11,6.143718941747649,0
61.50430404870673,25107.392397627784,407,49.03703696972822,Month-to-month,Bank transfer,48.373545388638234,1920.0249840359131,1,1,0,0,0,0,1,1,1,3,1,8.415499761783826,1.0,95.03154434155991,290.8933777544685,58,10.403806612695847,8,4.714030766803632,0
19.763223983748667,34940.218850544894,513,45.74294107423504,Month-to-month,Bank transfer,75.83736218666874,2976.5665537475597,1,1,1,1,0,1,0,1,1,1,1,16.930751329962504,,49.41979147728208,466.21758974981526,51,4.987640670396305,7,1.0259999658595704,0
41.580600370353615,15000.0,773,44.29053003061105,Month-to-month,Credit card,41.503366023439966,1698.0642232314037,1,1,1,0,0,0,0,1,0,2,1,3.8400477054871374,4.0,4.732265393404282,378.25695042903396,34,8.486970664046352,12,68.6800614175196,0
31.943498237101117,,747,9.571579297553333,Month-to-month,Credit card,33.934554083893445,381.4574753974793,0,1,0,1,1,0,0,1,1,5,1,2.28472687903104,0.0,0.0,155.50721312294993,67,6.822853099401608,1,85.15190835129218,0
45.76977127215543,15000.0,66,15.03884287039334,1-year,Mailed check,99.27417284403018,1624.315444876091,1,0,0,1,0,1,1,0,0,2,3,8.443601075301476,5.0,141.81736035164315,0.0,0,4.5991170176715865,5,23.612045532410704,1
50.77194414799222,25817.654715915538,576,20.24566986873191,Month-to-month,Credit card,17.56837064583547,339.6392713992454,1,0,0,0,1,1,1,1,0,4,2,6.12661300726912,2.0,52.46699647392901,120.09244772598677,55,-3.3648288256073116,3,12.437290922381866,0
46.750925185908834,15000.0,174,33.40236328052457,1-year,Mailed check,58.94336200114213,1988.7044700359363,1,0,0,0,0,1,1,1,1,4,1,2.060865127962554,,114.44362306470333,65.97801668727502,44,5.788527311299304,12,7.3944002044889015,0
46.098829263327225,,598,16.824784958154194,Month-to-month,Bank transfer,86.64250861279812,1477.6209674894094,0,0,1,0,1,0,0,1,0,2,1,14.514952792682115,,0.0,293.56611068482243,40,28.98928957805464,10,21.11922908870516,0
53.43631052111815,52793.65771810177,523,15.022770400640264,1-year,Credit card,115.11389904990233,1464.124513365596,1,1,1,1,1,1,0,0,0,3,0,8.074315035609974,,118.75745764564152,0.0,0,13.648475255236798,5,7.291311202895928,0
44.47223253455803,31235.669408777852,232,84.59391726159038,Month-to-month,Electronic check,82.12094513199884,6793.09844725654,0,0,1,0,1,1,0,1,0,2,2,4.339678661868317,,0.0,371.71606413535983,55,-9.754129062471213,9,57.15724851733544,0
53.2308423682627,,100,8.104491019108767,2-year,Electronic check,51.562970827485756,454.10966960100694,1,0,0,0,1,1,0,0,1,3,0,8.90958891913247,6.0,415.51265951388484,0.0,0,-12.875991076379139,3,29.054934901411762,0
36.995486239071056,58790.89278992791,657,10.69701544975535,Month-to-month,Credit card,94.37713246832861,1130.143279834982,1,1,0,0,1,1,0,1,1,3,2,3.815448855035334,,451.51997519817246,186.20357543036766,30,-5.456081604957037,10,1.4840995801511498,0
49.307989869266905,121451.12948495569,670,18.37416734324554,Month-to-month,Electronic check,7.822734142751927,165.30959435637237,1,1,1,1,0,1,0,1,1,4,0,6.108391998611649,4.0,38.07588429225031,226.58345281021397,46,6.361284542965744,4,12.274989001065983,0
23.5371429534008,,963,20.234927616673346,2-year,Electronic check,68.26449517754087,1178.0684080732658,0,0,0,1,1,0,0,1,1,7,2,34.72400358953098,8.0,0.0,117.57480888094558,53,-6.787505784326104,10,78.36074926938402,0
22.32469632447595,15000.0,669,79.62655027076889,1-year,Credit card,72.05956434249848,5971.133220964426,1,0,0,0,0,0,0,1,0,2,1,6.212997836012944,,175.56052419440925,95.40732863884594,46,-16.489027711335957,5,51.20391607018237,1
30.20877422816728,39684.78768539833,698,18.78107573406067,Month-to-month,Electronic check,64.20584794590852,1071.7048649759768,0,1,1,1,0,0,0,0,0,2,3,18.363115170118945,1.0,0.0,0.0,0,-21.030902622277857,4,15.931266487747992,0
18.0,45156.436705019965,582,27.669502386946064,1-year,Mailed check,106.39732854618786,2479.297003342746,1,0,1,0,1,1,0,0,0,1,3,11.855550801799117,8.0,574.0931677874521,0.0,0,14.579754248504967,6,11.486882929285239,0
45.35805818963926,17583.93513005632,918,7.856690540110444,2-year,Mailed check,29.85948232284173,246.46464168219003,1,1,0,0,1,0,1,1,0,4,2,11.559109954746258,6.0,16.542737522270276,175.9063153965231,46,-14.44916278419588,10,42.43770280756708,0
21.288141756188008,,63,13.185216370625378,2-year,Credit card,89.18435127840245,1039.2317296845151,1,1,0,0,0,0,0,1,0,6,2,5.582598926788415,2.0,211.7722552237782,398.1285634479422,53,-4.010455505991305,11,9.441897874441052,0
37.24835488301071,195354.6504067434,495,2.1284225224274316,1-year,Mailed check,60.167638355032096,138.0084897187858,0,1,1,0,1,1,1,1,0,3,4,3.7359292962814465,1.0,0.0,334.6381643378994,65,-8.904880745808445,1,2.9800923942454776,0
64.77590087583005,159332.61566283173,903,24.53011307604544,2-year,Electronic check,22.80689280824863,590.9436515178243,1,0,0,0,0,0,1,1,0,3,3,3.9147501544630057,3.0,61.00884082523095,195.7082817518737,47,-1.4502800857508538,2,42.06379999489979,0
55.98429340355884,,841,18.115957638298646,Month-to-month,Electronic check,240.66469058323298,3762.692833850895,1,0,0,1,0,1,0,0,0,2,0,3.477914430997197,,32.138129195846936,0.0,0,-13.420770349623384,12,55.10769428345852,1
21.90721119761495,33787.56297897958,847,3.690905083177417,Month-to-month,Electronic check,107.83700733635473,467.4629528947007,1,0,0,0,0,0,1,1,1,1,3,6.1987531072487645,,1.9930983934826565,192.39780545522314,46,17.99705034110967,11,5.96607778570937,1
45.1999532633227,39641.9091553263,913,53.772573833863134,Month-to-month,Bank transfer,54.061925286706284,3356.4025392591943,1,0,1,0,1,1,0,1,1,2,3,9.245267514722476,8.0,382.74326046521685,82.85327868066939,47,-4.124923115722127,2,23.534814048688062,0
26.679815804231126,,538,26.302159586163583,Month-to-month,Mailed check,37.46406260631516,984.8533754318571,1,1,0,0,1,0,1,1,0,2,1,11.185976981941222,,119.97744001979851,410.52180071723063,47,-15.803183831304407,11,59.52463904364494,1
18.0,15000.0,57,17.993121953309558,Month-to-month,Mailed check,54.087123543149076,785.4255833804474,1,1,0,1,0,0,0,1,0,3,3,17.17814596375229,9.0,34.63106664414707,88.24625295976665,44,-23.74555232761313,5,12.961223319528807,0
38.691686521428245,15000.0,420,10.618921054954082,2-year,Mailed check,55.3131337642464,556.6502057797368,1,0,0,0,0,0,0,1,0,3,1,5.272126165036361,6.0,136.23976719529253,97.4951441586501,48,12.650345263370236,11,53.56407282410527,1
30.491322942103693,75072.57757614793,609,37.9104918376331,1-year,Credit card,34.52160908974054,1277.8462565999157,0,1,0,0,0,1,0,1,0,1,1,2.085903812056868,7.0,0.0,281.9594155900951,44,-22.803945313722068,1,62.18349175819221,1
36.36926762395119,54808.18063067904,585,16.33438937004422,1-year,Mailed check,57.472825685628294,1050.0709124989405,1,1,1,0,1,1,0,1,1,1,1,13.97830417059539,3.0,37.64653490332134,105.27663421160828,54,16.738309995767988,6,1.090322066891129,0
48.65788803447263,15000.0,508,49.89698609816354,Month-to-month,Mailed check,46.69761327070678,2647.4980026176104,1,0,1,1,1,0,0,1,0,5,1,1.115241785277428,,171.46861509570076,135.41309508485173,47,4.334822504790283,2,0.6994687331208786,0
46.4588446849321,,36,4.3521754833776845,Month-to-month,Credit card,37.930912334579645,168.13217772683208,1,0,0,1,1,0,1,1,0,4,3,6.548901140251476,8.0,20.289643164454045,401.64704400014574,44,13.987437551221603,3,5.21020462611631,0
42.74454354391685,,337,9.695667159436942,Month-to-month,Credit card,56.918588348048594,494.9658114104846,1,1,1,1,0,1,0,1,0,4,1,3.375412727735721,,31.16428489974765,577.3503882675598,51,-2.5650626287945,5,40.22621802971973,0
54.56922263305253,25573.58841665108,212,51.78024306218417,2-year,Credit card,117.51319651936498,5196.000696967562,1,0,0,1,0,0,0,1,1,4,2,0.9923182369661669,2.0,1374.2638007790958,117.86634129964442,45,-28.407413668780414,9,0.7530888542462497,1
53.88248052135625,15000.0,568,66.98940204073219,Month-to-month,Bank transfer,68.28201769472908,4201.2911660235895,1,1,0,0,0,1,1,1,1,7,0,4.018484082128767,0.0,64.96990655095543,336.57981222828244,47,10.182880523375738,7,29.237808323497767,0
52.69566106099814,38627.125000011074,31,8.035685125879096,Month-to-month,Credit card,44.41762826810819,306.6477418149873,0,0,1,0,0,0,0,1,0,2,1,0.6241513351972279,10.0,0.0,244.68605774480028,61,7.6137596140531825,8,27.445764629029387,0
52.54502431755543,30726.801814118964,689,14.034677422212571,Month-to-month,Electronic check,74.1621942295595,878.4120736108978,1,0,1,1,0,0,0,1,0,2,1,2.906408648906677,8.0,5.731800909621485,335.08976075476625,52,2.480177041962172,4,54.6830837741331,0
24.438775240199845,,21,30.225997783862528,Month-to-month,Mailed check,58.48233158132099,1521.831116465958,1,0,0,0,0,0,1,1,1,3,3,6.06450295001537,3.0,59.54570615981756,432.5921356278049,57,19.195420430567076,6,22.012478331955727,0
28.113122873996623,15000.0,293,16.41056025970201,1-year,Bank transfer,82.11085930078109,1415.5009544163909,1,1,0,1,0,0,1,0,0,4,2,2.199132551543902,2.0,20.88693620620269,0.0,0,13.355495403651204,10,42.33073089154193,0
49.818687333516685,15000.0,56,18.482188186799092,Month-to-month,Credit card,56.242620270442764,910.3315385459791,0,0,0,0,1,1,0,1,1,1,1,2.4293271037503086,4.0,0.0,665.8571138104088,43,-25.8855074740871,6,8.0434208505232,0
35.435728356854284,,181,13.145102590323498,Month-to-month,Electronic check,17.310720801858253,265.2996020567139,0,1,0,0,0,1,1,1,0,4,1,5.287904362633053,3.0,0.0,234.93790210586587,50,8.738499566500138,7,142.38981494921737,1
34.297013950003944,16375.224679629742,408,8.19995365789277,Month-to-month,Electronic check,127.12207164470786,1112.2557753058295,1,1,0,0,1,0,0,1,1,5,2,14.581685955634143,,93.75401351670531,385.316730952048,54,28.192323260493087,5,28.27912304862047,1
58.87078115128806,19407.963324740285,559,51.296784706812,Month-to-month,Credit card,68.51890043363143,3302.453942195122,1,0,1,0,1,1,0,1,1,2,0,10.441088055080892,7.0,156.77080894270867,594.7778145071642,52,5.882207107386859,6,55.35120050876036,0
33.01804061708824,15000.0,26,39.68200356988226,2-year,Bank transfer,33.74836970679634,1240.1816983191986,0,0,1,0,0,0,1,1,0,4,2,3.708478409673817,,0.0,357.60078953924085,65,-12.568879167327538,5,6.368555069580768,1
39.802394059970354,40999.70338207468,61,23.108460104701045,Month-to-month,Electronic check,92.04990294468269,2431.7141999304927,1,1,0,0,0,1,0,1,0,1,1,7.263592607534349,0.0,52.25900191454365,487.3354290700069,46,0.39714115780336273,4,97.28992222598409,1
32.19384374540562,15000.0,0,10.107629013502901,1-year,Bank transfer,36.13118245820276,398.74562338872556,1,1,1,0,0,0,0,1,0,5,4,3.1389911495258014,4.0,122.05637261179439,208.81131765471235,41,1.6860915340969513,11,48.95639160239052,0
46.598497139933365,21107.001540275396,314,20.831362861943862,Month-to-month,Electronic check,20.237862594900317,379.2959959629194,1,1,0,1,1,0,1,1,0,3,5,7.152805673469654,,7.633891603188046,189.8217090864342,38,9.28828955973249,6,32.04165324414888,0
28.676262423603596,42039.043291394984,665,8.574570022021279,Month-to-month,Credit card,80.42990179522356,691.3422875884099,1,1,1,1,1,0,0,1,1,6,3,5.970680323599097,0.0,86.74699562429954,506.67397535710705,45,11.490911949289673,8,17.021453035316462,1
50.21773499360667,15000.0,715,19.201777925574824,Month-to-month,Electronic check,42.27565432469645,914.0352434474147,1,1,1,0,1,0,0,1,0,3,1,40.54346206785175,,105.7087750136872,374.4168430578034,46,-15.163565610524195,3,24.56502344096797,0
31.139444272486948,136400.68977245473,748,38.735877074034256,Month-to-month,Mailed check,94.79600488569147,3134.784550014177,0,1,0,1,1,0,1,1,0,4,3,4.4675098200897585,3.0,0.0,400.65180173813053,47,-26.37533614150443,11,42.032816161279335,1
41.62729638278577,50807.83946517125,308,67.28256653662623,1-year,Mailed check,62.51177872898703,3879.3514618340487,1,1,1,1,1,0,1,1,0,1,2,4.247673783325377,5.0,7.809014343400343,142.17695568638143,45,-10.31416896535171,1,21.487371781695547,1
48.78147485962431,,71,8.259030529832492,Month-to-month,Electronic check,104.36694602689967,913.6960318774439,1,1,0,1,0,0,0,1,1,3,2,10.030460112564848,6.0,15.226147012183468,271.6442363188432,41,5.811926397199837,10,7.157031269965529,1
34.253269027216,15000.0,995,25.437161554944236,Month-to-month,Credit card,67.72139437244606,1758.144767092123,1,1,0,1,0,0,0,1,1,2,2,3.676642986585562,9.0,234.46718614929748,277.8362209720343,51,44.17610130905463,8,21.010081033446518,0
52.91969944465518,22971.24947148695,358,4.300028912637657,Month-to-month,Bank transfer,94.57472299331312,390.07960743249146,1,0,1,0,0,0,0,1,0,3,1,12.884525662292512,,108.65358796149101,214.1994606187704,46,21.517407635109805,10,15.643043918515051,0
36.096102826134896,,239,49.966965819535886,Month-to-month,Mailed check,66.6631726422522,3276.9887113678096,1,0,1,1,1,1,1,1,0,3,3,2.236843256494229,9.0,62.01581860479135,698.871735228639,48,-1.1362808770122952,9,15.995642370864534,0
36.47250872974094,72964.36403597129,993,26.50857225782918,2-year,Mailed check,71.92829946385724,1997.0066111454737,0,0,0,1,1,1,0,1,1,2,2,6.3012865828901194,7.0,0.0,29.43887087754219,61,-4.336144987352766,6,15.205309905654529,0
18.26438497263036,16599.22970816615,518,29.31530937782083,1-year,Mailed check,61.45060046085118,1560.4015960644056,1,0,0,1,1,1,0,1,1,4,0,10.202905198169548,,252.3315254897073,101.0718858655675,47,18.039991627409588,2,5.431679880485949,0
65.2281395944328,15000.0,147,13.887769810370656,Month-to-month,Bank transfer,37.54773942676554,451.32191342504706,1,0,1,0,1,0,0,1,1,1,3,4.254046958824852,,36.44970909877848,250.0114446058315,44,-7.84125218877778,6,13.32904613681025,0
57.20208957721785,37607.775157149554,740,14.61147978069658,Month-to-month,Mailed check,83.48121195420141,1444.8742289733566,1,0,0,0,0,1,1,1,1,0,1,7.476011225668073,,89.7045813072146,230.3987028876548,66,31.055525958051923,5,30.541447306633167,1
37.101254472090325,,660,15.523537829970543,Month-to-month,Mailed check,59.30864021208711,813.9671524278117,0,0,0,0,1,1,0,1,0,2,1,3.7801128838318316,4.0,0.0,166.2090839313194,50,5.874535962296537,8,15.165123469032126,0
51.37210416832332,20020.01935689008,370,30.90795716614596,2-year,Credit card,80.64273931562971,2428.9998743459237,0,1,1,0,0,0,0,1,0,6,2,2.3478752362171575,3.0,0.0,243.47649691033945,46,-7.816045310946653,5,26.610752113186013,0
54.79905325532739,40686.980280753385,400,29.81151922796178,Month-to-month,Mailed check,159.81559044602832,5290.411144624511,1,0,0,1,0,0,0,1,1,1,2,13.564142450265315,7.0,69.07726511287201,321.95323258375737,42,-2.6396202388818963,3,37.474771477119326,1
59.49792337222064,40556.41740476058,476,12.946736653492906,2-year,Mailed check,108.85614934985355,1129.5787400594127,1,0,1,0,1,0,0,1,0,2,1,6.599126132040131,6.0,50.65099587023755,299.30658263634575,52,1.4250107042527798,1,28.222869308561293,0
44.72940837488242,15000.0,187,29.514959908159938,Month-to-month,Mailed check,119.81423280667931,3601.5693174185453,1,0,0,0,1,0,0,0,1,0,0,13.05002485002426,,54.6401267028502,0.0,0,-5.156603180516892,10,1.4440727640080377,0
33.94354942383929,,240,5.951389280593207,1-year,Credit card,66.1115685028947,389.0250450002342,1,0,1,0,0,1,0,1,0,4,1,18.315714782295935,8.0,33.45144219720262,389.2932473368153,48,-17.8446840115111,4,14.210375200739533,0
21.837691429644313,,775,25.113069745443823,Month-to-month,Credit card,29.111208458156355,799.3081917522727,1,1,1,1,0,0,1,1,1,3,0,12.544021117754156,10.0,46.06860688371089,269.1085127125286,48,-2.5548083949986298,1,48.46563285802016,0
46.79967075024289,26613.841658666763,18,15.958972779778334,Month-to-month,Mailed check,110.11505709824101,1468.1202605660421,1,1,0,0,0,0,0,1,1,2,3,9.521927247304093,10.0,85.97485526457356,164.8998961019932,48,15.339192883217713,2,3.400590084609104,0
29.04425724569425,46548.99744109523,551,7.0958672010042525,2-year,Electronic check,53.502115229180426,378.8646364045796,0,1,0,0,0,1,0,1,0,2,0,7.753624574205244,7.0,0.0,429.43335198592695,54,-9.683256014407494,3,23.79990685359192,0
47.71657613958555,54505.684042985624,440,28.347549319130977,1-year,Electronic check,34.50425435306492,803.3843793523365,1,0,0,0,0,0,0,1,1,5,0,1.2977853057307263,,85.58001855658473,275.9930674281312,52,13.712073930214364,1,43.791294718456754,0
18.0,26248.398790354826,60,26.121991390248006,1-year,Electronic check,27.900748876137815,660.9386130522489,0,0,1,0,0,1,0,1,0,5,2,5.424236605776821,9.0,0.0,244.025377318754,44,6.38496756364591,9,18.568528628719474,0
27.351283032657513,45172.88971470822,981,18.01607469945562,1-year,Credit card,97.4161581851675,1900.652181840393,1,0,0,1,0,0,0,1,1,1,0,17.3839267640919,0.0,59.519406815741874,241.13352226902344,59,-1.5255154991607904,7,23.677446460873355,1
48.8802212843174,17883.07365168245,113,19.11948485373491,Month-to-month,Electronic check,29.528343205939926,515.2889037498007,1,0,1,1,0,1,1,1,0,4,2,8.24418569855317,2.0,643.2930818661777,423.08604856182865,46,-8.516399798050095,1,19.679111405764253,0
46.85573945248403,68589.12253937879,696,14.887272396215211,1-year,Credit card,107.29359542463774,1902.7224143055148,1,1,0,1,0,1,0,1,0,1,1,13.418033906003409,5.0,27.48418309655455,634.2167114511805,59,2.686670776501218,6,25.738255890977783,0
46.4340934559194,21925.95376625326,870,12.637347655392716,Month-to-month,Credit card,58.245099683411695,636.9267260932133,1,0,0,0,1,1,0,1,0,0,1,12.939155561963599,9.0,19.002611537960423,382.5555536780632,46,0.30389573757336724,10,13.564661666924225,0
62.39793996496341,15000.0,2,10.680004993822028,Month-to-month,Bank transfer,89.59220087964887,790.1706145120409,1,0,1,1,1,1,1,1,0,3,3,10.922628728180213,0.0,209.16637027124222,152.11481998592805,53,6.41676395571121,3,9.738350211059515,0
35.30613352493142,109343.55440121515,776,14.160185925740638,Month-to-month,Credit card,132.99828719202696,2057.0828233919988,1,0,1,1,1,1,0,1,0,2,1,3.784884981988265,7.0,7.2795072464271815,178.88059343189605,44,8.215083897488459,11,49.61123361232544,0
18.0,,244,28.80936806886074,1-year,Electronic check,81.00040684635874,2696.5049851851413,0,1,0,0,1,0,0,1,1,3,1,3.969989606107456,4.0,0.0,423.4690772515876,48,-5.123316409915449,2,10.646905054736205,0
42.488100881592835,15000.0,196,4.49342878073156,1-year,Mailed check,47.54595710888919,184.53712341469426,1,1,0,0,0,1,1,1,1,2,0,8.688854026137019,2.0,26.20539701631248,97.36743772427322,57,5.622463715057509,5,10.64126614204484,0
48.929889807894504,,17,53.034171267999774,Month-to-month,Electronic check,17.33748080380893,741.6987077788972,1,1,1,0,0,0,1,1,1,7,3,4.226254755006117,,67.66959787691371,327.84842387543034,56,27.946523861146815,5,0.9626862111680771,1
38.04540616664072,,896,3.42687950649521,Month-to-month,Mailed check,43.5820926438648,132.56771154048408,1,0,0,0,1,0,0,1,0,0,0,8.577536562848175,9.0,13.269742241132091,78.6096931241993,49,-21.792407563788988,8,6.397181038849835,0
21.432202823513926,119334.01568971871,842,32.60270938904923,Month-to-month,Electronic check,91.28329965021855,3203.6519176857764,1,0,0,0,0,0,0,1,0,2,0,9.369711305860644,,39.1077863845384,538.196101656742,43,14.794965699185852,6,24.03586282517382,1
41.698739815453045,70509.06635131422,421,5.776254673733778,Month-to-month,Electronic check,55.907307087312816,368.45900935541164,1,1,1,0,0,0,0,1,1,3,1,11.11122316373326,7.0,43.00130903290411,235.460170600246,55,-12.06448249096642,11,3.7844816139962227,0
47.80483165541697,104860.4827969925,756,1.0,1-year,Bank transfer,36.57853383094103,35.560375296077794,1,1,0,1,1,1,0,1,0,2,1,1.237182632124318,,138.4052988173732,450.7231544022285,33,8.173666376082537,4,20.792192392169046,0
62.53480656782935,98153.91703406727,138,14.211452259223776,1-year,Mailed check,224.60793181164695,3275.646758791916,1,0,0,0,0,1,0,1,0,2,2,2.969824112984786,,8.290469275005504,329.4383622329902,58,1.7001358209284503,1,50.47909813030602,1
49.49613924378673,120194.4201063426,498,20.30527317980963,2-year,Mailed check,25.233688267001458,604.5507045763479,0,1,0,1,1,1,0,1,1,4,0,10.488147748297694,7.0,0.0,326.7135122692539,44,-8.8389982797747,2,32.574911107665784,0
34.2459893230429,31397.933933506723,320,30.078171995509628,Month-to-month,Bank transfer,179.7331433260871,5417.0297146498,1,0,0,1,1,0,0,0,1,3,3,9.599932804695229,,673.7185906640074,0.0,0,16.71776048135398,7,21.436297633661002,0
75.55300428269331,,18,1.9031802930741994,Month-to-month,Electronic check,63.1594220866854,105.50852540513665,1,1,1,1,0,1,0,1,0,4,2,25.71961119439939,7.0,163.50521724403222,589.1685603729775,46,-3.385146605520487,11,49.02534593829969,0
24.449681043771214,24195.84495137338,631,15.914945358359862,1-year,Mailed check,91.54332386553708,1633.8742965482063,1,1,1,1,1,0,1,1,0,1,1,4.370637539171852,,59.55526325734837,556.5339446979513,62,-29.915098851302268,10,96.81825330034847,0
44.86479091063977,,917,13.242359250783952,Month-to-month,Credit card,79.83238548989995,1101.8862659376214,0,1,0,0,0,1,0,1,0,5,0,6.77385212362401,9.0,0.0,272.692702706719,41,30.975649319187802,5,28.522201554233394,0
18.0,,788,15.014661322648415,Month-to-month,Bank transfer,61.107652809597425,907.3172448706046,1,1,1,1,1,1,1,1,1,2,2,34.6752503540067,9.0,231.44384483619154,228.45303866259647,50,-12.214299616843938,9,6.572252776025574,0
34.47409696839421,85908.66202978732,798,20.20924747852898,Month-to-month,Electronic check,26.98445419733046,478.65081435870076,1,0,0,1,0,1,0,1,0,5,1,4.979343482650563,5.0,1471.1380177856151,92.20058908539777,57,23.86363685601187,11,35.04563036315988,0
32.604212599909765,56347.16938869624,671,25.935620307611607,Month-to-month,Mailed check,87.09809589997471,2550.9548993137473,1,1,0,1,0,1,1,1,1,4,3,4.475267017857737,3.0,35.79109328447523,279.32184837636964,47,21.17586607645783,6,51.682351960858554,0
